 ==  = 
|    Run |            SelectedLS |     Recorded |                HLTpath |                  L1bit |    Effective |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT350_v8(850,2550) |         "L1_HTT100"(1) |   6.104(/nb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT400_v8(850,2550) |         "L1_HTT100"(1) |  12.208(/nb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT450_v8(850,2550) |         "L1_HTT100"(1) |  32.046(/nb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT500_v8(850,2550) |         "L1_HTT100"(1) |  42.728(/nb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT550_v8(850,2550) |         "L1_HTT100"(1) |  64.092(/nb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT600_v1(850,2550) |         "L1_HTT100"(1) |   1.282(/pb) |
| 175872 |               [60-90] |   1.282(/pb) | HLT_HT650_v1(850,2550) |         "L1_HTT100"(1) |   1.282(/pb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT150_v8(850,2550) |       "L1_HTT50"(1,13) |   3.944(/ub) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT200_v8(850,2550) |          "L1_HTT75"(1) | 488.533(/ub) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT250_v8(850,2550) |         "L1_HTT100"(1) |   1.186(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT300_v9(850,2550) |         "L1_HTT100"(1) |   2.831(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT350_v8(850,2550) |         "L1_HTT100"(1) |   5.932(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT400_v8(850,2550) |         "L1_HTT100"(1) |  11.864(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT450_v8(850,2550) |         "L1_HTT100"(1) |  31.144(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT500_v8(850,2550) |         "L1_HTT100"(1) |  41.525(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT550_v8(850,2550) |         "L1_HTT100"(1) |  62.288(/nb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT600_v1(850,2550) |         "L1_HTT100"(1) |   1.246(/pb) |
| 175873 |                [1-32] |   1.246(/pb) | HLT_HT650_v1(850,2550) |         "L1_HTT100"(1) |   1.246(/pb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT150_v8(850,2550) |       "L1_HTT50"(1,13) |  13.208(/ub) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT200_v8(850,2550) |          "L1_HTT75"(1) |   1.636(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT250_v8(850,2550) |         "L1_HTT100"(1) |   3.974(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT300_v9(850,2550) |         "L1_HTT100"(1) |   9.483(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT350_v8(850,2550) |         "L1_HTT100"(1) |  19.868(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT400_v8(850,2550) |         "L1_HTT100"(1) |  39.737(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT450_v8(850,2550) |         "L1_HTT100"(1) | 104.309(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT500_v8(850,2550) |         "L1_HTT100"(1) | 139.079(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT550_v8(850,2550) |         "L1_HTT100"(1) | 208.619(/nb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT600_v1(850,2550) |         "L1_HTT100"(1) |   4.172(/pb) |
| 175874 |      [1-33], [36-108] |   4.172(/pb) | HLT_HT650_v1(850,2550) |         "L1_HTT100"(1) |   4.172(/pb) |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |   9.591(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   1.422(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |   3.453(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |   8.056(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  17.264(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) |  34.528(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) |  80.564(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 120.846(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 161.128(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |   2.417(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175877 |                [1-69] |   2.417(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |   2.417(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |  21.199(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   3.143(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |   7.632(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175881 |               [1-160] |   5.342(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  17.808(/nb) |
|        |                       |              |                  2550) |                        |              |
